date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,1,1,,0,0,Ballyearl (FR),4,G,153,h,4:0.60,240.60,6.50,Darragh OKeeffe,Henry De Bromhead,€5900,–,–,Bucks Boum (FR),Esmeria Bellevue (FR),Konig Turf,Dr S P Fitzgerald,In touch with leaders - good jump and went second 2 out - ridden to lead last - kept on well final 110yds - won going away(op 7/1 tchd 5/1)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,13,2,,2.5,2.5,Portetta (IRE),4,F,139,,4:1.10,241.10,8.00,Paddy Hanlon,John Joseph Hanlon,€1900,–,–,Le Havre (IRE),Loch Ma Naire (IRE),Galileo,Stonebridge Syndicate,Prominent early - in touch with leaders before 2nd - went second 3 out - led before 2 out - faced challenge and headed last - no extra final 110yds(op 6/1 tchd 10/1)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,14,3,,6.25,3.75,Watching The Clock (IRE),4,F,146,,4:1.85,241.85,29.00,Simon Torrens,Padraig Roche,€900,–,–,Leading Light (IRE),Stop The Clock (IRE),Oscar,John P Mcmanus,Held up in rear - not fluent 6th - pushed along and some headway 3 out - went third last - kept on run-in - nearest finish(op 22/1 tchd 20/1)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,12,4,,8,1.75,Guided By You (IRE),4,F,146,,4:2.20,242.20,29.00,Ricky Doyle,Padraig Roche,€400,–,–,Highland Reel (IRE),Speckled Wood (IRE),High Chaparral,John P Mcmanus,Held up in rear - some headway 6th - outpaced 3 out - rallied from 2 out - went fourth last - not pace to challenge(op 18/1)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,6,5,,11.5,3.5,Jonny Carrol (IRE),4,G,153,,4:2.90,242.90,15.00,Sam Ewing,Gordon Elliott,€200,–,–,Harzand (IRE),Ostarakov (GER),Sholokhov,M J Hanrahan,In touch with leaders - not fluent 2 out - soon left in third - weakened and lost two places last(op 10/1)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,2,6,,25.5,14,Doctor Confusion (FR),4,G,153,,4:5.70,245.70,2.75,Mike OConnor,Henry De Bromhead,€100,–,–,Doctor Dino (FR),Cantara (FR),Kapgarde,Anthony Coughlan Heating Plumbing Ltd,Led early - headed before 2nd - led 4 out - headed and no extra before 2 out - mistake and pecked on landing 2 out - weakened quickly before last(op 2/1)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,7,7,,25.75,0.3,Loulouless (FR),4,G,153,,4:5.75,245.75,81.00,Phillip Enright,Brendan Maurice Walsh,,–,–,Masked Marvel (GB),Une Vie A Deux (FR),Forestier,Youll Never Walk Alone Syndicate,Never better than midfield(op 40/1 tchd 100/1)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,15,8,,30.5,4.75,Wild Wild Wind (IRE),4,F,143,,4:6.70,246.70,151.00,Liam Quinlan,M A Cahill,,–,–,Jet Away (GB),Wild As The Wind (IRE),Approve,Paul J Cahill Martin Madden,Never better than midfield(op 80/1)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,5,9,,30.75,0.3,Jenvoievalserenki (FR),4,G,153,,4:6.75,246.75,12.00,Sean OKeeffe,Paul Nolan,,108,–,Bucks Boum (FR),Nile Breeze (FR),Phantom Breeze,Dkcr2 Partnership,In touch with leaders - not fluent 4th - weakened from 3 out(op 13/2)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,10,10,,32.75,2,Wizzleout (GB),4,G,153,,4:7.15,247.15,6.50,Danny Gilligan,Gordon Elliott,,–,–,Cracksman (GB),Nunavik (IRE),Indian Ridge,Tom Lenka Meagher Sheila Oryan,Midfield - slow jump and niggled along briefly 4th - weakened from 3 out(tchd 9/2)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,11,11,,54.75,22,Guess What (IRE),4,F,146,,4:11.55,251.55,13.00,Mark Walsh,E Bolger,,–,–,Walk In The Park (IRE),Manger Et Trotter (IRE),Flemensfirth,John P Mcmanus,Held up in rear - weakened quickly from 3 out - tailed off(op 16/1 tchd 10/1 and tchd 20/1)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,9,12,,69.75,15,The Cheeky Pup (GB),4,G,153,,4:14.55,254.55,34.00,Donagh Meyler,John Joseph Hanlon,,–,–,Cracksman (GB),Jal Mahal GB,Sepoy,A N Durkan,In touch with leaders - dropped to midfield 4 out - weakened quickly from 3 out - tailed off(tchd 40/1)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,4,13,,82.75,13,Intenzo (FR),4,G,148,,4:17.15,257.15,10.00,John Shinnick,Mary Ellen Doyle,,–,–,French Fifteen (FR),Isabilia (IRE),Lawman,James W Doyle,Prominent early - not fluent 1st - led before 2nd - headed and lost position 4 out - mistake and lost ground quickly 3 out - tailed off(op 22/1)
2025-05-14,IRE,Tipperary (IRE),5:10,Tipperary Town Maiden Hurdle,Hurdle,,,,4yo,,2m1f,17f,3392,Good To Yielding,15,3,F,,-,-,Dr Kapoor (IRE),4,G,146,t,-,-,67.00,Cian Cullinan,Maike Magnussen,,–,–,Kingston Hill (GB),Bigzam dOr (FR),Puit DOr,M Hastings,Midfield - lost ground and struggling 3 out - tailed off when fell last(tchd 100/1)
