date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-19,IRE,Roscommon (IRE),5:10,Roscommon Claiming Maiden,Flat,,,,3yo,,7½f,7.5f,1494,Good,12,4,1,4,0,0,Spent All Me Money (IRE),3,G,128,p,1:32.89,92.89,7.00,James Ryan,Jack W Davison,€7080,–,–,No Nay Never (USA),Creative Director (USA),War Front,Mrs Noreen Galvin John P Wade,In touch with leaders - headway from 2f out - led final 110yds - soon clear(op 15/2)
2025-05-19,IRE,Roscommon (IRE),5:10,Roscommon Claiming Maiden,Flat,,,,3yo,,7½f,7.5f,1494,Good,12,12,2,1,2.5,2.5,Sovereign Banter (IRE),3,C,122,,1:33.39,93.39,26.00,Chris Hayes,E J OGrady,€2280,54,–,Ten Sovereigns (IRE),Katy Spirit (IRE),Invincible Spirit,Kay Russell,Soon prominent - went second 2f out - led over 1f out - headed final 110yds(op 20/1)
2025-05-19,IRE,Roscommon (IRE),5:10,Roscommon Claiming Maiden,Flat,,,,3yo,,7½f,7.5f,1494,Good,12,7,3,2,4.5,2,Letters Of Love (IRE),3,F,120,,1:33.79,93.79,6.00,Wayne Hassett,Joseph Patrick OBrien,€1080,50,–,Calyx (GB),Aqua De Vida (IRE),Fastnet Rock,Mrs A M Obrien,Prominent - bit short of room 2f out - not clear run and switched left 1f out - went third final 110yds - kept on(op 11/1)
2025-05-19,IRE,Roscommon (IRE),5:10,Roscommon Claiming Maiden,Flat,,,,3yo,,7½f,7.5f,1494,Good,12,5,4,7,6,1.5,Cosmic Force (GB),3,G,122,,1:34.09,94.09,51.00,Robert Whearty,Keith Henry Clarke,€480,62,–,Mehmas (IRE),Rapture (FR),Pivotal,Phoenix Bloodstock Syndicate,In rear - steady headway from over 2f out - hung right but went fourth inside final furlong - not pace to challenge(op 22/1)
2025-05-19,IRE,Roscommon (IRE),5:10,Roscommon Claiming Maiden,Flat,,,,3yo,,7½f,7.5f,1494,Good,12,1,5,5,7.25,1.25,Beat The Devil (IRE),3,G,129,t,1:34.34,94.34,26.00,Jack Kearney,Patrick Magee,€240,–,–,Estidhkaar (IRE),Xerxes (IRE),Key Of Luck,Black Steel Square Syndicate,Soon led - edged left and headed over 1f out - weakened inside final furlong (jockey said gelding hung left throughout)(op 66/1)
2025-05-19,IRE,Roscommon (IRE),5:10,Roscommon Claiming Maiden,Flat,,,,3yo,,7½f,7.5f,1494,Good,12,2,6,9,7.75,.5,No Such Thing (IRE),3,G,134,,1:34.44,94.44,1.53,Colin Keane,G M Lyons,€120,76,–,Inns Of Court (IRE),Coincidently GB,Acclamation,Sean Jonesdavid Sprattmrs Lynne Lyons,Towards rear - headway and in touch with leaders halfway - outpaced 2f out - hung right and no impression from over 1f out (vet reported gelding to be post race normal)(op 4/9)
2025-05-19,IRE,Roscommon (IRE),5:10,Roscommon Claiming Maiden,Flat,,,,3yo,,7½f,7.5f,1494,Good,12,11,7,10,10.25,2.5,Legendsoftheland (IRE),3,C,117,tb,1:34.94,94.94,26.00,Keithen Kennedy,John Andrew Kinsella,,46,–,Legends Of War (USA),Dubai Romance (IRE),Dubawi,Patrick Joseph Kinsella,Soon prominent - pressed leader 3f out - weakened over 1f out(op 33/1)
2025-05-19,IRE,Roscommon (IRE),5:10,Roscommon Claiming Maiden,Flat,,,,3yo,,7½f,7.5f,1494,Good,12,3,8,13,10.25,0.1,Rubadub Dubh (IRE),3,G,134,,1:34.96,94.96,7.50,Gary Carroll,G M Lyons,,–,–,Dark Angel (IRE),Maqaasid GB,Green Desert,Blessingndisguise Partnership,In touch with leaders - prominent halfway - soon outpaced - weakened over 1f out(op 5/1)
2025-05-19,IRE,Roscommon (IRE),5:10,Roscommon Claiming Maiden,Flat,,,,3yo,,7½f,7.5f,1494,Good,12,10,9,11,16.75,6.5,Dowth (IRE),3,F,112,t,1:36.24,96.24,41.00,Emily Grifferty,Noel Meade,,52,–,Invincible Army (IRE),Letizia (IRE),Tamayuz,Noel Meade Racing Ltd,Slowly into stride - raced wide - took keen hold - towards rear - in touch with leaders halfway - weakened 2f out(op 50/1)
2025-05-19,IRE,Roscommon (IRE),5:10,Roscommon Claiming Maiden,Flat,,,,3yo,,7½f,7.5f,1494,Good,12,9,10,6,18.25,1.5,Tall River (IRE),3,G,125,t,1:36.54,96.54,126.00,Adam Caffrey,John C McConnell,,–,–,Magna Grecia (IRE),Solstice GB,Dubawi,Mark Devlin Nigel Ohare,In rear throughout(op 80/1)
