date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-24,GB,Catterick,5:13,Come Racing Again 30th May Veterans Handicap,Flat,Class 5,,0-75,6yo+,,6f,6f,1200,Good,7,2,1,2,0,0,Ancient Times (GB),7,G,135,t,1:13.18,73.18,4.50,David Nolan,Harry Eustace,5234,71,–,Exceed And Excel (AUS),Oriental Step (IRE),Tamayuz,The Macdougall Two,Disputed lead early - led after 1f - pushed along over 1f out - ridden and faced challenges inside final furlong - kept on towards finish(tchd 4/1)
2025-05-24,GB,Catterick,5:13,Come Racing Again 30th May Veterans Handicap,Flat,Class 5,,0-75,6yo+,,6f,6f,1200,Good,7,4,2,1,0.3,0.3,Arecibo (FR),10,G,132,t,1:13.24,73.24,5.50,Conor Orr,Declan Carroll,2456,71,–,Invincible Spirit (IRE),Oceanique (USA),Forest Wildcat,Santry Racing,In touch with leaders on inner - going easily over 1f out - pressed winner inside final furlong - no extra towards finish(op 11/2)
2025-05-24,GB,Catterick,5:13,Come Racing Again 30th May Veterans Handicap,Flat,Class 5,,0-75,6yo+,,6f,6f,1200,Good,7,6,3,4,1,.75,Roundhay Park (GB),10,G,128,,1:13.38,73.38,6.50,Faye McManoman,Nigel Tinkler,1227,64,–,Mayson (GB),Brave Mave GB,Daylami,In For A Penny Partnership,Took keen hold - in touch with leaders in centre of group - keeping on from over 1f out - no extra final 110yds(op 5/1)
2025-05-24,GB,Catterick,5:13,Come Racing Again 30th May Veterans Handicap,Flat,Class 5,,0-75,6yo+,,6f,6f,1200,Good,7,7,4,6,2,1,Ramon Di Loria (IRE),7,G,126,,1:13.58,73.58,5.50,Callum Rodriguez,Ewan Whillans,614,62,–,Dandy Man (IRE),Pria Bona (IRE),Blu Air Force,A C Whillans,In touch with leaders on outer - took keen hold halfway - no impression from over 1f out(op 13/2)
2025-05-24,GB,Catterick,5:13,Come Racing Again 30th May Veterans Handicap,Flat,Class 5,,0-75,6yo+,,6f,6f,1200,Good,7,3,5,8,2.75,.75,One More Dream (GB),6,G,132,,1:13.73,73.73,4.00,Brandon Wilkie,John & Sean Quinn,306,71,–,Bated Breath (GB),Gracefilly GB,Invincible Spirit,Ryedale Racing,Switched sharply left soon after start - held up in last - headway but not clear run repeatedly from over 1f out - switched right final 110yds - nearest finish (jockey said gelding was continuously denied a clear run from over 1f out)(op 10/3)
2025-05-24,GB,Catterick,5:13,Come Racing Again 30th May Veterans Handicap,Flat,Class 5,,0-75,6yo+,,6f,6f,1200,Good,7,8,6,3,4.25,1.5,Beauzon (GB),6,G,120,,1:14.03,74.03,19.00,Ryan Kavanagh,Ian Williams,,61,–,Brazen Beau (AUS),Pepper Lane GB,Exceed And Excel,Beaunus Hunters,Taken down early - disputed lead early - prominent after 1f - weakened from over 1f out(op 12/1)
2025-05-24,GB,Catterick,5:13,Come Racing Again 30th May Veterans Handicap,Flat,Class 5,,0-75,6yo+,,6f,6f,1200,Good,7,5,7,7,4.5,0.2,Vince Lombardi (GB),6,G,133,t,1:14.12,74.12,10.00,Dale Swift,Seb Spencer,,69,–,Sea The Moon (GER),First Destinity (FR),Lawman,Eco Power Racing,Raced wide - disputed lead early - prominent after 1f - weakened from over 1f out - eased final 110yds(op 6/1 tchd 17/2)
2025-05-24,GB,Catterick,2:50,Wishing Jill Metcalfe Happy 60th Birthday Handicap,Flat,Class 6,,0-60,4yo+,,2m,16f,3190,Good,7,1,1,3,0,0,Zephlyn (IRE),6,G,138,t,3:31.39,211.39,2.25,Callum Rodriguez,Ewan Whillans,4187.20,63,–,Iffraaj (GB),Taqdees (IRE),Sea The Stars,The Farming Boys,Prominent early - led after 1f - pushed along over 2f out - ridden and faced challenge over 1f out - sustained duel with runner-up final 110yds - just held on - gamely(op 11/10 tchd Evens)
2025-05-24,GB,Catterick,2:50,Wishing Jill Metcalfe Happy 60th Birthday Handicap,Flat,Class 6,,0-60,4yo+,,2m,16f,3190,Good,7,4,2,4,0.05,0.05,Cosmic Soul (IRE),5,G,130,t,3:31.40,211.40,9.50,David Nolan,Patrick Neville,1964.80,55,–,Sea The Stars (IRE),My Spirit (IRE),Invincible Spirit,M Lee D Lee C Jolley P Neville,In touch with leaders - outpaced over 2f out - rallied from over 1f out - went second inside final furlong - sustained duel with winner final 110yds - just failed(op 11/2)
2025-05-24,GB,Catterick,2:50,Wishing Jill Metcalfe Happy 60th Birthday Handicap,Flat,Class 6,,0-60,4yo+,,2m,16f,3190,Good,7,6,3,2,1.25,1.25,Zooks (FR),5,M,121,p,3:31.64,211.64,6.50,Ryan Kavanagh,Ian Williams,981.60,51,–,Camelot (GB),Tristesse (USA),Broken Vow,Ian Williams,In rear - dropped to last after 5f - outpaced and plenty to do over 2f out - rallied and headway inside final furlong - kept on well final 110yds - nearest finish(op 8/1 tchd 9/1)
