date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-25,IRE,Curragh (IRE),3:40,Tattersalls Irish 1 000 Guineas  (Fillies),Flat,,Group 1,,3yo,F,1m,8f,1609,Good,12,9,1,3,0,0,Lake Victoria (IRE),3,F,128,,1:36.38,96.38,1.91,Ryan Moore,A P OBrien,€285000,118,–,Frankel (GB),Quiet Reflection GB,Showcasing,Michael Tabor Derrick Smith Mrs John Magnier,Prominent on inner - waiting for room from 3f out - edged left and in the clear 2f out - led inside final furlong - pushed out - comfortably(tchd 5/6)
2025-05-25,IRE,Curragh (IRE),3:40,Tattersalls Irish 1 000 Guineas  (Fillies),Flat,,Group 1,,3yo,F,1m,8f,1609,Good,12,2,2,8,2.25,2.25,California Dreamer (GB),3,F,128,,1:36.83,96.83,51.00,David Egan,Adrian Murray,€95000,101,–,Mehmas (IRE),Penelopa GB,Giants Causeway,Amo Racing Limited Giselle De Aguiar,Led - headed inside final furlong - no extra final 110yds - no match for winner(op 125/1)
2025-05-25,IRE,Curragh (IRE),3:40,Tattersalls Irish 1 000 Guineas  (Fillies),Flat,,Group 1,,3yo,F,1m,8f,1609,Good,12,3,3,1,4,1.75,Cercene (IRE),3,F,128,,1:37.18,97.18,21.00,Gary Carroll,Joseph G Murphy,€45000,103,–,Australia (GB),Tschierschen (IRE),Acclamation,Shane R Stafford,Took keen hold - in touch with leaders on inner - went third inside final furlong - kept on(op 25/1 tchd 18/1)
2025-05-25,IRE,Curragh (IRE),3:40,Tattersalls Irish 1 000 Guineas  (Fillies),Flat,,Group 1,,3yo,F,1m,8f,1609,Good,12,5,4,7,4.5,.5,Duty First (GB),3,F,128,,1:37.28,97.28,26.00,Hollie Doyle,Archie Watson,€20000,109,–,Showcasing (GB),Dream Dana (IRE),Dream Ahead,Victorious Racing,Took keen hold - raced in second - carried left and lost position 2f out - no extra inside final furlong(op 33/1)
2025-05-25,IRE,Curragh (IRE),3:40,Tattersalls Irish 1 000 Guineas  (Fillies),Flat,,Group 1,,3yo,F,1m,8f,1609,Good,12,4,5,10,4.5,0.1,City Of Memphis (IRE),3,F,128,,1:37.30,97.30,19.00,W J Lee,P Twomey,€10000,–,–,Sioux Nation (USA),Decorative (IRE),Danehill Dancer,Zinlo Syndicate,Took keen hold - raced wide - towards rear - headway on outer from 3f out - disputing third inside final furlong - kept on(op 20/1 tchd 16/1)
2025-05-25,IRE,Curragh (IRE),3:40,Tattersalls Irish 1 000 Guineas  (Fillies),Flat,,Group 1,,3yo,F,1m,8f,1609,Good,12,6,6,6,5.25,.75,Flight (GB),3,F,128,,1:37.43,97.43,6.00,Oisin Murphy,Ollie Sangster,€5000,111,–,Siyouni (FR),Run Wild (GER),Amaron,Cornthrop Bloodstock Limited,Took keen hold - midfield - headway 2f out - soon hung right - no extra final 110yds(tchd 9/2)
2025-05-25,IRE,Curragh (IRE),3:40,Tattersalls Irish 1 000 Guineas  (Fillies),Flat,,Group 1,,3yo,F,1m,8f,1609,Good,12,1,7,5,6.25,1,Atsila (IRE),3,F,128,,1:37.63,97.63,17.00,Gavin Ryan,Donnacha Aidan OBrien,,104,–,Phoenix Of Spain (IRE),Scala Romana (IRE),Holy Roman Emperor,Barry Fowler Medallion Racing 2020 Llc Steven I Weston,Towards rear - outpaced from 2f out (jockey said filly was short of room leaving the stalls)(op 22/1)
2025-05-25,IRE,Curragh (IRE),3:40,Tattersalls Irish 1 000 Guineas  (Fillies),Flat,,Group 1,,3yo,F,1m,8f,1609,Good,12,8,8,2,7.75,1.5,January (IRE),3,F,128,,1:37.93,97.93,15.00,Wayne Lordan,A P OBrien,,105,–,Kingman (GB),I Can Fly GB,Fastnet Rock,Derrick Smith Mrs John Magnier Michael Tabor,Dwelt start - towards rear on inner - outpaced from 2f out(tchd 12/1)
2025-05-25,IRE,Curragh (IRE),3:40,Tattersalls Irish 1 000 Guineas  (Fillies),Flat,,Group 1,,3yo,F,1m,8f,1609,Good,12,11,9,9,8.5,.75,Swelter (GB),3,F,128,,1:38.08,98.08,6.50,Chris Hayes,D K Weld,,105,–,Kingman (GB),Hot Snap GB,Pivotal,Juddmonte,Edgy - took keen hold - prominent - weakened over 1f out(op 4/1 tchd 7/2)
2025-05-25,IRE,Curragh (IRE),3:40,Tattersalls Irish 1 000 Guineas  (Fillies),Flat,,Group 1,,3yo,F,1m,8f,1609,Good,12,7,10,4,11.25,2.75,Jaliyah (IRE),3,F,128,,1:38.63,98.63,126.00,Colin Keane,Adrian Murray,,97,–,Mehmas (IRE),Im Donna (IRE),Frankel,Giselle De Aguiar Amo Racing Limited,Pulled hard - always behind(op 200/1)
2025-05-25,IRE,Curragh (IRE),3:40,Tattersalls Irish 1 000 Guineas  (Fillies),Flat,,Group 1,,3yo,F,1m,8f,1609,Good,12,10,11,11,11.5,0.2,Simmering (GB),3,F,128,,1:38.72,98.72,13.00,Dylan Browne McMonagle,Ollie Sangster,,109,–,Too Darn Hot (GB),Cashla Bay GB,Fastnet Rock,Al Shaqab Racing,Midfield - prominent over 4f out - weakened from 2f out(op 14/1 tchd 11/1 and 16/1)
2025-05-25,IRE,Curragh (IRE),3:40,Tattersalls Irish 1 000 Guineas  (Fillies),Flat,,Group 1,,3yo,F,1m,8f,1609,Good,12,12,12,12,13.75,2.25,Tamam Desert (IRE),3,F,128,,1:39.13,99.13,301.00,Shane Foley,E J ONeill,,90,–,Sea The Moon (GER),My Spirit (IRE),Invincible Spirit,Jaber Abdullah,Dwelt start - always behind(op 250/1)
2025-05-25,IRE,Curragh (IRE),3:05,Tattersalls Gold Cup,Flat,,Group 1,,4yo+,,1m2½f,10.5f,2112,Good,9,6,1,7,0,0,Los Angeles (IRE),4,C,131,,2:8.41,128.41,3.25,Ryan Moore,A P OBrien,€295000,121,–,Camelot (GB),Frequential GB,Dansili,Westerberg Mrs J Magnier M Tabor D Smith,Prominent - led under 2f out - soon ridden and edged right against far rail - briefly headed inside final furlong - kept on well - gamely(op 13/8)
2025-05-25,IRE,Curragh (IRE),3:05,Tattersalls Gold Cup,Flat,,Group 1,,4yo+,,1m2½f,10.5f,2112,Good,9,1,2,6,.5,.5,Anmaat (IRE),7,G,131,,2:8.51,128.51,9.00,Jim Crowley,Owen Burrows,€95000,123,–,Awtaad (IRE),African Moonlight (UAE),Halling,Shadwell Estate Company Ltd,Held up in rear - smooth headway from 2f out - ridden and briefly led inside final furlong - no extra towards finish(op 10/1)
2025-05-25,IRE,Curragh (IRE),3:05,Tattersalls Gold Cup,Flat,,Group 1,,4yo+,,1m2½f,10.5f,2112,Good,9,9,3,1,1.5,1,Kalpana (GB),4,F,128,,2:8.71,128.71,3.50,Oisin Murphy,Andrew Balding,€45000,118,–,Study Of Man (IRE),Zero Gravity GB,Dansili,Juddmonte,Prominent on inner - dropped to midfield after 2f - waiting for room from over 2f out - soon not clear run - in the clear and went third 1f out - kept on well(op 3/1)
2025-05-25,IRE,Curragh (IRE),3:05,Tattersalls Gold Cup,Flat,,Group 1,,4yo+,,1m2½f,10.5f,2112,Good,9,8,4,4,1.75,0.2,White Birch (GB),5,H,131,t,2:8.80,128.80,4.00,Colin Keane,John Joseph Murphy,€20000,121,–,Ulysses (IRE),Diagnostic GB,Dutch Art,Mrs C C Regalado Gonzalez,Held up in rear - headway but waiting for room from over 2f out - soon not clear run - in the clear and went fourth inside final furlong - kept on well(op 11/4)
2025-05-25,IRE,Curragh (IRE),3:05,Tattersalls Gold Cup,Flat,,Group 1,,4yo+,,1m2½f,10.5f,2112,Good,9,7,5,3,4.5,2.75,Royal Rhyme (IRE),5,H,131,t,2:9.31,129.31,21.00,Clifford Lee,K R Burke,€10000,117,–,Lope De Vega (IRE),Dubai Queen (USA),Kingmambo,Sheikh Mohammed Obaid Al Maktoum,Took keen hold - midfield - in touch with leaders 7f out - hung right from over 2f out - disputing second over 1f out - soon weakened(op 22/1)
2025-05-25,IRE,Curragh (IRE),3:05,Tattersalls Gold Cup,Flat,,Group 1,,4yo+,,1m2½f,10.5f,2112,Good,9,5,6,2,6,1.5,Ghostwriter (IRE),4,C,131,,2:9.61,129.61,7.50,Rossa Ryan,Clive Cox,€5000,118,–,Invincible Spirit (IRE),Moorside GB,Champs Elysees,J C Smith,Took keen hold - midfield - headway when short of room 2f out - outpaced when slightly hampered inside final furlong (jockey said colt rolled a little to his left and clipped a heel at about the 6f mark)(op 15/2)
