date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,1,1,2,0,0,Haku (IRE),6,G,136,,2:31.85,151.85,15.00,Cieren Fallon,Mark Loughnane,8246.40,90,–,Dragon Pulse (IRE),Quiania (IRE),Dansili,Level Par Racing,Took keen hold - prominent early - in touch with leaders after 1f - headway over 2f out - soon ridden - led inside final 110yds - stayed on(op 9/1)
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,8,2,3,0.2,0.2,Way Of Life (GB),7,G,126,,2:31.89,151.89,15.00,Joe Leavy,Jonathan Portman,3867.20,83,–,Havana Gold (IRE),Upskittled GB,Diktat,Berkeley Racing,Prominent - pressed leader over 3f out - led over 1f out - headed inside final 110yds - soon rallied - kept on(op 11/1)
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,4,3,8,1.25,1,Siempre Arturo (GB),5,G,135,,2:32.10,152.10,10.00,Jim Crowley,Daniel & Claire Kubler,1934.40,89,–,Outstrip (GB),La Donacella GB,Sir Percy,Ms V Osullivan Sarsen Racing,Towards rear - hung right when headway over 1f out - went third inside final 110yds - ran on well(op 10/1 tchd 15/2)
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,9,4,6,1.75,.5,Melek Alreeh (USA),6,G,127,,2:32.20,152.20,23.00,Luke Morris,David Simcock,966.40,81,–,Lemon Drop Kid (USA),Bargain Blitz (USA),Rahy,Raed El Youssef,In touch with leaders - headway over 1f out - lost third inside final 110yds(op 16/1)
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,6,5,4,2.25,.5,Turquino (IRE),4,G,132,,2:32.30,152.30,2.88,Oisin Murphy,Andrew Balding,483.20,86,–,Teofilo (IRE),Pleisiur (IRE),Vocalised,Mick And Janice Mariscotti,Keen to post - held up in midfield - headway over 1f out - not pace to challenge(op 9/4)
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,7,6,1,2.5,0.2,Calumet (IRE),4,C,131,,2:32.39,152.39,5.00,Hollie Doyle,Marco Botti,241.60,85,–,Calyx (GB),Gerika (FR),Galileo,Scuderia La Tesa Limited,Sweating - in touch with leaders - headway over 2f out - weakened inside final 110yds(op 9/2)
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,13,7,9,3.5,1,Trojan Storm (GB),4,G,120,,2:32.55,152.55,51.00,Saffie Osborne,Ian Williams,,74,–,Ulysses (IRE),Mystic Storm GB,Pivotal,Ian Williams Racing Club,Midfield - outpaced over 1f out - headway inside final furlong - not pace to challenge(op 25/1)
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,5,8,7,4,.5,Forest Gate (IRE),4,G,134,,2:32.65,152.65,9.50,Charles Bishop,Eve Johnson Houghton,,88,–,Waldgeist (GB),Planchart (USA),Gio Ponti,Ballylinch Stud,In touch with leaders - outpaced over 1f out - rallied inside final furlong - no impression(op 11/1 and tchd 12/1)
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,14,9,13,4.5,.5,Dr Waksman (GB),4,G,111,,2:32.75,152.75,67.00,Jack Dace,Chris Gordon,,72,–,Iffraaj (GB),Hukamaa GB,Dansili,John H W Finch,Held up in rear - headway inside final furlong - never near to challenge
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,3,10,11,4.5,0.1,Arqoob (IRE),7,G,135,,2:32.77,152.77,12.00,Daniel Muscutt,Lucy Wadham,,89,–,Estidhkaar (IRE),Via Ballycroy (IRE),Lawman,Little Staughton Farms Ltd,Held up in rear - headway inside final furlong - never on terms(op 8/1)
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,11,11,14,6,1.5,Calvert (GB),4,G,124,,2:33.05,153.05,17.00,Jack Mitchell,Roger Teal,,78,–,Golden Horn (GB),Criteria (IRE),Galileo,Mrs H I Jinks,Towards rear throughout
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,2,12,5,9,3,Due To Henry (GB),4,G,135,,2:33.65,153.65,12.00,Tom Marquand,Eve Johnson Houghton,,89,–,Due Diligence (USA),Rivas Rhapsody (IRE),Hawk Wing,Hp Racing Due To Henry,Led - headed over 1f out - soon weakened(op 12/1 tchd 10/1 and tchd 14/1)
2025-05-28,GB,Kempton (AW),8:22,Unibet Zero% Mission Handicap (GBBPlus Race),Flat,Class 3,,0-90,4yo+,,1m4f,12f,2413,Standard To Slow,13,10,13,10,13.75,4.75,Kotari (FR),6,G,126,,2:34.60,154.60,15.00,Jason Watson,Gary & Josh Moore,,80,–,Nathaniel (IRE),Kotama (FR),Siyouni,Heart Of The South Racing 134,Always behind(tchd 16/1)
