date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-16,GB,York,3:45,Boodles Yorkshire Cup Stakes,Flat,Class 1,Group 2,,4yo+,,1m6f,14f,2787,Good To Firm,5,1,1,2,0,0,Rebels Romance (IRE),7,G,134,,3:7.88,187.88,2.10,William Buick,Charlie Appleby,108996.62,123,–,Dubawi (IRE),Minidress GB,Street Cry,Godolphin,Took keen hold - raced in second - switched right and towards near side over 3f out - ridden and led narrowly 1f out - kept on - gamely(op 6/4)
2025-05-16,GB,York,3:45,Boodles Yorkshire Cup Stakes,Flat,Class 1,Group 2,,4yo+,,1m6f,14f,2787,Good To Firm,5,5,2,5,0.2,0.2,Epic Poet (IRE),6,G,129,,3:7.92,187.92,8.00,Daniel Tudhope,David OMeara,41323,110,–,Lope De Vega (IRE),Sagaciously (IRE),Lawman,Akela Thoroughbreds Limited,In touch with leaders - switched right and towards rear over 3f out - ridden over 1f out - went second and challenging inside final 110yds - kept on - just failed(op 11/2)
2025-05-16,GB,York,3:45,Boodles Yorkshire Cup Stakes,Flat,Class 1,Group 2,,4yo+,,1m6f,14f,2787,Good To Firm,5,2,3,4,1,.75,Sweet William (IRE),6,G,132,v,3:8.08,188.08,4.33,Robert Havlin,John & Thady Gosden,20680.72,117,–,Sea The Stars (IRE),Gale Force GB,Shirocco,Normandie Stud Ltd,Dwelt start - in touch with leaders - switched right and towards near side over 3f out - edged left and ridden 2f out - challenging inside final furlong - no extra inside final 110yds(op 7/2)
2025-05-16,GB,York,3:45,Boodles Yorkshire Cup Stakes,Flat,Class 1,Group 2,,4yo+,,1m6f,14f,2787,Good To Firm,5,3,4,1,1.5,.5,Alsakib (GB),5,G,129,,3:8.18,188.18,15.00,P J McDonald,Andrew Balding,10301.92,110,–,Kingman (GB),America Nova (FR),Verglas,Al Wasmiyah Stud,Dwelt start - held up in last - some headway up the centre 2f out - no extra inside final furlong(op 9/1)
2025-05-16,GB,York,3:45,Boodles Yorkshire Cup Stakes,Flat,Class 1,Group 2,,4yo+,,1m6f,14f,2787,Good To Firm,5,4,5,3,2,.5,Continuous (JPN),5,H,129,b,3:8.28,188.28,5.50,Ryan Moore,A P OBrien,5170.18,112,–,Hearts Cry (JPN),Fluff (IRE),Galileo,D Smith Mrs J Magnier M Tabor Westerberg,Took keen hold - led at steady pace - alone and towards far side over 3f out - ridden and headed 1f out - weakened inside final 110yds(op 7/2)
2025-05-16,GB,York,3:13,Sky Bet Fillies Stakes () (Registered As The Michael Seely Memorial Fillies Stakes),Flat,Class 1,Listed,,3yo,F,1m,8f,1584,Good To Firm,9,6,1,10,0,0,Kon Tiki (GB),3,F,128,,1:39.35,99.35,6.50,David Egan,Jane Chapple-Hyam,39697,88,–,Night Of Thunder (IRE),Maid Up GB,Mastercraftsman,P W Harris,Towards rear but in touch with leaders - good headway on near side of group over 2f out - led over 1f out - soon 2 lengths ahead - ridden and reduced lead towards finish - always doing enough(op 9/2)
2025-05-16,GB,York,3:13,Sky Bet Fillies Stakes () (Registered As The Michael Seely Memorial Fillies Stakes),Flat,Class 1,Listed,,3yo,F,1m,8f,1584,Good To Firm,9,1,2,9,.5,.5,Bermuda Longtail (FR),3,F,128,,1:39.45,99.45,17.00,William Buick,Andrew Balding,15050,89,–,Hello Youmzain (FR),Et Toi Et Moi (FR),Footstepsinthesand,Bermuda Racing Limited,In rear - switched left and headway over 1f out - ridden and went second inside final furlong - kept on well(op 14/1)
2025-05-16,GB,York,3:13,Sky Bet Fillies Stakes () (Registered As The Michael Seely Memorial Fillies Stakes),Flat,Class 1,Listed,,3yo,F,1m,8f,1584,Good To Firm,9,10,3,7,1.75,1.25,Troia (GB),3,F,128,,1:39.70,99.70,13.00,Kieran Shoemark,Ed Walker,7532,95,–,Kingman (GB),Umniyah (IRE),Shamardal,Fittocks Stud Andrew Bengough,Towards rear - pushed along 3f out - ridden and headway on near side of group over 1f out - went third inside final furlong - kept on(op 11/1 tchd 14/1)
2025-05-16,GB,York,3:13,Sky Bet Fillies Stakes () (Registered As The Michael Seely Memorial Fillies Stakes),Flat,Class 1,Listed,,3yo,F,1m,8f,1584,Good To Firm,9,2,4,4,4.25,2.5,Consecrated (GB),3,F,128,,1:40.20,100.20,2.75,Tom Marquand,William Haggas,3752,–,–,Frankel (GB),Sacre Caroline (USA),Blame,Cheveley Park Stud,Prominent - outpaced over 1f out - stayed on inside final furlong - went fourth towards finish(op 9/4)
2025-05-16,GB,York,3:13,Sky Bet Fillies Stakes () (Registered As The Michael Seely Memorial Fillies Stakes),Flat,Class 1,Listed,,3yo,F,1m,8f,1584,Good To Firm,9,4,5,3,4.75,.5,Glittering Surf (GB),3,F,128,,1:40.30,100.30,6.50,David Probert,Owen Burrows,1883,92,–,Oasis Dream (GB),Sparkling Surf GB,Frankel,P Winkworth,Took keen hold - in touch with leaders - weakened inside final furlong(op 5/1)
