date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-30,GB,Catterick,7:28,Download The Raceday Ready App Handicap,Flat,Class 5,,0-72,4yo+,,5f,5f,1006,Good To Soft,8,3,1,1,0,0,Albegone (GB),7,G,135,p,0:58.94,58.94,4.33,Sean Kirrane,Tim Easterby,5234,72,–,Alhebayeb (IRE),Pacngo GB,Paco Boy,D B Mrs C Lamplough Partner,Awkward start - in touch with leaders - headway from 2f out - ridden when challenging inside final furlong - stumbled final 110yds - kept on to lead final stride - all out(op 7/2)
2025-05-30,GB,Catterick,7:28,Download The Raceday Ready App Handicap,Flat,Class 5,,0-72,4yo+,,5f,5f,1006,Good To Soft,8,2,2,4,0.1,0.1,Keldeo (GB),4,F,135,,0:58.96,58.96,5.00,Cam Hardie,Ollie Pears,2456,72,–,Land Force (IRE),Kept Under Wraps (IRE),Clodovil,Ownaracehorse O Pears And Tt Racing,Took keen hold - disputed lead - ridden from over 1f out - led narrowly inside final furlong - headed final stride(tchd 9/2)
2025-05-30,GB,Catterick,7:28,Download The Raceday Ready App Handicap,Flat,Class 5,,0-72,4yo+,,5f,5f,1006,Good To Soft,8,6,3,3,.5,0.3,Glory Fighter (GB),9,G,133,,0:59.04,59.04,8.50,Mark Winn,Paul Midgley,1227,70,–,Kyllachy (GB),Isola Verde GB,Oasis Dream,Mad 4 Fun Paul Williamson,Pressed leader - disputed lead halfway - ridden from over 1f out - lost position inside final furlong - kept on(op 8/1)
2025-05-30,GB,Catterick,7:28,Download The Raceday Ready App Handicap,Flat,Class 5,,0-72,4yo+,,5f,5f,1006,Good To Soft,8,5,4,7,4,3.5,Flowstate (IRE),4,G,133,,0:59.74,59.74,15.00,Ben Robinson,David OMeara,614,70,–,Bungle Inthejungle (GB),Free Lance (IRE),Grand Lodge,P Donovan,In rear but in touch with leaders - headway from 2f out - kept on well inside final furlong - went fourth towards finish(op 11/1)
2025-05-30,GB,Catterick,7:28,Download The Raceday Ready App Handicap,Flat,Class 5,,0-72,4yo+,,5f,5f,1006,Good To Soft,8,7,5,5,4,0.2,Birkenhead (GB),8,G,132,p,0:59.78,59.78,9.00,Barry McHugh,Paul Midgley,306,69,–,Captain Gerrard (IRE),Vilnius GB,Imperial Dancer,Ged Shields Sandfield Racing,Took keen hold - disputed lead - lost position over 1f out - weakened inside final furlong(op 9/1)
2025-05-30,GB,Catterick,7:28,Download The Raceday Ready App Handicap,Flat,Class 5,,0-72,4yo+,,5f,5f,1006,Good To Soft,8,1,6,6,6.25,2.25,Honour Your Dreams (FR),5,G,136,ht,1:0.19,60.19,6.50,Kaiya Fraser,Michael Appleby,,76,–,Dream Ahead (USA),Golconde (IRE),Modigliani,Sabah Mubarak Al Sabah,Prominent - weakened from under 2f out(op 9/2)
2025-05-30,GB,Catterick,7:28,Download The Raceday Ready App Handicap,Flat,Class 5,,0-72,4yo+,,5f,5f,1006,Good To Soft,8,4,7,2,9,2.75,Good Point (GB),4,G,131,,1:0.74,60.74,12.00,Andrew Breslin,Bryan Smart,,71,–,Blue Point (IRE),Shes A Worldie (IRE),Kodiac,S Chappell Partner,Fly-leapt and awkward start - in rear but in touch with leaders - kept on from over 1f out - never dangerous(op 10/1)
2025-05-30,GB,Catterick,7:28,Download The Raceday Ready App Handicap,Flat,Class 5,,0-72,4yo+,,5f,5f,1006,Good To Soft,8,8,8,8,10.5,1.5,Maris Angel (GB),4,F,121,,1:1.04,61.04,6.00,Warren Fentiman,Mark Walford,,63,–,Harry Angel (IRE),Anqooda (USA),Oasis Dream,Syps Uk Ltd,Took keen hold - prominent - outpaced halfway - weakened from over 1f out(op 9/2)
2025-05-30,GB,Catterick,6:53,Netherfield FC Team Of 1990 Reunion Handicap,Flat,Class 6,,0-65,4yo+,,1m6f,14f,2791,Good To Soft,6,2,1,1,0,0,Star Legend (IRE),6,G,135,v,3:3.43,183.43,3.50,Sean D Bowen,James Owen,4187.20,65,–,Galileo (IRE),Thai Haku (IRE),Oasis Dream,J Owen,Prominent - outpaced under 3f out - edged left when rallying from over 1f out - ridden inside final furlong - led towards finish - kept on(tchd 11/4)
2025-05-30,GB,Catterick,6:53,Netherfield FC Team Of 1990 Reunion Handicap,Flat,Class 6,,0-65,4yo+,,1m6f,14f,2791,Good To Soft,6,5,2,2,.5,.5,Stand Strong (GB),5,G,125,tb,3:3.53,183.53,6.50,P J McDonald,Ewan Whillans,1964.80,55,–,Cracksman (GB),Summer Flower (IRE),Oasis Dream,A Whillans W Orr C Spark J Wright,Prominent - pressed leader from over 7f out - led under 3f out - drifted left from over 1f out - soon ridden - headed towards finish(op 6/1)
2025-05-30,GB,Catterick,6:53,Netherfield FC Team Of 1990 Reunion Handicap,Flat,Class 6,,0-65,4yo+,,1m6f,14f,2791,Good To Soft,6,3,3,4,2.25,1.75,Agathon (IRE),5,G,130,p,3:3.88,183.88,3.25,Kaiya Fraser,Rebecca Menzies,981.60,63,–,Churchill (IRE),Arya Tara (IRE),Dylan Thomas,Ursa Major Racing Ltd Partner 1,In touch with leaders - headway from 2f out - short of room when against far rail over 1f out - no extra final 110yds(op 5/2 tchd 2/1)
