date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-22,GB,Yarmouth,3:55,British Stallion Studs EBF Novice Stakes (GBB Race),Flat,Class 2,,,2yo,,6f,6f,1210,Good To Firm,9,7,1,7,0,0,Postmodern (IRE),2,C,133,,1:10.55,70.55,4.60,Jamie Spencer,Hamad Al Jehani,21600,–,–,Too Darn Hot (GB),Kamakura (USA),Medaglia dOro,Wathnan Racing,Ducked right soon after start - took keen hold - prominent - led and edged left over 4f out - shaken up and went clear inside final furlong - promising(op 7/2 tchd 10/3 and tchd 4/1)
2025-05-22,GB,Yarmouth,3:55,British Stallion Studs EBF Novice Stakes (GBB Race),Flat,Class 2,,,2yo,,6f,6f,1210,Good To Firm,9,1,2,8,5,5,Amorim (GB),2,C,133,,1:11.55,71.55,4.33,Billy Loughnane,George Boughey,10140,–,–,Havana Grey (GB),Stellarta GB,Sakhees Secret,Sheikh Mohammed Obaid Al Maktoum,Awkward start - prominent - pressed winner after 2f - no extra inside final furlong(op 4/1 tchd 9/2)
2025-05-22,GB,Yarmouth,3:55,British Stallion Studs EBF Novice Stakes (GBB Race),Flat,Class 2,,,2yo,,6f,6f,1210,Good To Firm,9,2,3,9,5.75,.75,Front Line Fury (IRE),2,G,133,,1:11.70,71.70,21.00,Darragh Keenan,George Scott,5072,–,–,Kodi Bear (IRE),Bobbi Grace (IRE),Big Bad Bob,Victorious Racing,In touch with leaders on near side of group - ran green over 3f out - headway over 1f out - went third inside final 110yds - kept on(op 33/1)
2025-05-22,GB,Yarmouth,3:55,British Stallion Studs EBF Novice Stakes (GBB Race),Flat,Class 2,,,2yo,,6f,6f,1210,Good To Firm,9,6,4,5,6.5,.75,Peel Park (IRE),2,C,133,,1:11.85,71.85,8.00,Ryan Moore,Roger Varian,2536,–,–,Mehmas (IRE),Utile GB,Frankel,Paul Smith,Ran green towards rear - headway over 1f out - kept on - never dangerous(op 5/1)
2025-05-22,GB,Yarmouth,3:55,British Stallion Studs EBF Novice Stakes (GBB Race),Flat,Class 2,,,2yo,,6f,6f,1210,Good To Firm,9,8,5,6,6.75,0.3,Silent Applause (IRE),2,C,133,,1:11.90,71.90,2.75,Dougie Costello,Charlie Appleby,,–,–,Acclamation (GB),Blue Willow GB,Exceed And Excel,Godolphin,Took keen hold - pressed leader - carried left and prominent over 4f out - hung left over 1f out - soon no extra(op 6/4)
2025-05-22,GB,Yarmouth,3:55,British Stallion Studs EBF Novice Stakes (GBB Race),Flat,Class 2,,,2yo,,6f,6f,1210,Good To Firm,9,5,6,3,11.75,5,Loblolly (IRE),2,C,133,,1:12.90,72.90,26.00,David Egan,S Woods,,–,–,Invincible Spirit (IRE),Cork Harbour (IRE),Harbour Watch,N A D Thomas,Never better than midfield(op 40/1)
2025-05-22,GB,Yarmouth,3:55,British Stallion Studs EBF Novice Stakes (GBB Race),Flat,Class 2,,,2yo,,6f,6f,1210,Good To Firm,9,4,7,4,14,2.25,Kuu (GB),2,C,133,,1:13.35,73.35,9.00,Hollie Doyle,Archie Watson,,–,–,Kameko (USA),Sweet Serendipity GB,Stimulation,Ecurie Ama Zingteam,Ran green and in rear throughout(op 17/2 tchd 15/2)
2025-05-22,GB,Yarmouth,3:55,British Stallion Studs EBF Novice Stakes (GBB Race),Flat,Class 2,,,2yo,,6f,6f,1210,Good To Firm,9,3,8,2,17.5,3.5,Guest House (IRE),2,C,133,,1:14.05,74.05,67.00,Tom Queally,George Margarson,,–,–,Dark Angel (IRE),Princess Yaiza (IRE),Casamento,John Guest Racing,Slowly into stride - ran green throughout - always behind(tchd 50/1)
2025-05-22,GB,Yarmouth,3:55,British Stallion Studs EBF Novice Stakes (GBB Race),Flat,Class 2,,,2yo,,6f,6f,1210,Good To Firm,9,9,9,1,25,7.5,Wild Thoughts (IRE),2,C,133,,1:15.55,75.55,26.00,Neil Callan,Richard Spencer,,–,–,Lucky Vega (IRE),Shes Complete (IRE),Oratorio,Phil Cunningham,Led narrowly - headed and bumped over 4f out - weakened over 2f out(op 40/1)
2025-05-22,GB,Yarmouth,3:25,British Stallion Studs EBF Fillies Novice Stakes (GBB Race),Flat,Class 4,,,2yo,F,5f,5f,1044,Good To Firm,7,6,1,5,0,0,Staya (GB),2,F,128,,0:59.49,59.49,4.50,Darragh Keenan,George Scott,5372.99,–,–,Havana Grey (GB),Greach (IRE),Gregorian,Khk Racing Ltd,In touch with leaders - headway to lead over 1f out - ran on well final 110yds - comfortably(op 5/1 tchd 10/3 and tchd 11/2)
2025-05-22,GB,Yarmouth,3:25,British Stallion Studs EBF Fillies Novice Stakes (GBB Race),Flat,Class 4,,,2yo,F,5f,5f,1044,Good To Firm,7,3,2,7,2,2,Duskaura (IRE),2,F,128,,0:59.89,59.89,13.00,Hollie Doyle,Archie Watson,2522.33,–,–,Twilight Son (GB),Royal Seal GB,Dansili,Henry Sambor,Prominent - led over 2f out - headed over 1f out - kept on inside final 110yds(op 10/1)
2025-05-22,GB,Yarmouth,3:25,British Stallion Studs EBF Fillies Novice Stakes (GBB Race),Flat,Class 4,,,2yo,F,5f,5f,1044,Good To Firm,7,5,3,2,7,5,Oliaku (GB),2,F,128,,1:0.89,60.89,2.10,Kieran Shoemark,Michael Bell,1261.66,–,–,Havana Grey (GB),Differing GB,Showcasing,I Madueke,Towards rear - outpaced 2f out - headway 1f out - went third final strides(op 5/4 tchd 11/8)
2025-05-22,GB,Yarmouth,3:25,British Stallion Studs EBF Fillies Novice Stakes (GBB Race),Flat,Class 4,,,2yo,F,5f,5f,1044,Good To Firm,7,7,4,3,7,0.1,Yellow Diamonds (IRE),2,F,128,,1:0.91,60.91,7.00,David Egan,Raphael E Freire,630.83,–,–,Invincible Spirit (IRE),Flaming Princess (IRE),Hot Streak,Amo Racing Limited,Prominent - hung left over 1f out - weakened inside final furlong(op 11/2 tchd 5/1 and tchd 13/2)
2025-05-22,GB,Yarmouth,3:25,British Stallion Studs EBF Fillies Novice Stakes (GBB Race),Flat,Class 4,,,2yo,F,5f,5f,1044,Good To Firm,7,4,5,4,10.75,3.75,Kuiama (IRE),2,F,128,p,1:1.64,61.64,251.00,Rhys Clutterbuck,Michael Attwater,,–,–,Space Blues (IRE),Looks A Million GB,Kyllachy,The Attwater Partnership,Prominent - weakened over 1f out(op 100/1)
2025-05-22,GB,Yarmouth,3:25,British Stallion Studs EBF Fillies Novice Stakes (GBB Race),Flat,Class 4,,,2yo,F,5f,5f,1044,Good To Firm,7,1,6,6,11.75,1,Acceptance (FR),2,F,128,,1:1.84,61.84,5.50,George Downing,Ed Walker,,–,–,Blue Point (IRE),Izlaz (IRE),Epaulette,Tbt Racing,Led narrowly - headed over 2f out - weakened over 1f out (trainer's rep said the filly unsuited by the going - officially described as good to firm - good in places on this occasion)(op 4/1 tchd 5/1)
2025-05-22,GB,Yarmouth,3:25,British Stallion Studs EBF Fillies Novice Stakes (GBB Race),Flat,Class 4,,,2yo,F,5f,5f,1044,Good To Firm,7,2,7,1,19.25,7.5,Bosh Soldier (GB),2,F,128,,1:3.34,63.34,19.00,Billy Loughnane,George Boughey,,–,–,Sergei Prokofiev (CAN),Performance Poet GB,Poets Voice,Rc Syndicate Xiv,Slowly into stride - raced in last and struggling throughout(op 11/1)
2025-05-22,GB,Yarmouth,2:55,Winning Experience With Moulton Racing Handicap,Flat,Class 5,,0-68,4yo+,,1m2f,10f,2033,Good To Firm,8,6,1,4,0,0,Queens Company (GB),6,M,131,,2:7.06,127.06,13.00,Dylan Hogan,Julia & Shelley Birkett,4396.56,64,–,Siyouni (FR),Queens Charter GB,Oasis Dream,Good Company Partnership,Towards rear - smooth headway to lead over 2f out - ridden and clear over 1f out - reduced lead final 110yds - kept on(op 10/1)
