date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-06-03,FR,Saint-Cloud (FR),12:55,Prix du Chateau de Saint-Cloud (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m4f,12f,2400.0,Good,15,6,1,2,0,0,Sapristi (FR),5,H,131,,2:37.86,157.86,4.70,Ronan Thomas,N Caullery,21900.83,–,–,Elusive City (USA),Mitzi Blue (IRE),Anabaa Blue,Gest Invest Capital Julien Caullery,
2025-06-03,FR,Saint-Cloud (FR),12:55,Prix du Chateau de Saint-Cloud (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m4f,12f,2400.0,Good,15,5,2,4,.5,.5,Circeo (IRE),5,H,132,t,2:37.96,157.96,13.00,Cristian Demuro,Mme J Soudan,8322.31,–,–,Pastorius (GER),Sabi Sabi (FR),Orpen,Mme Lucia Caccialupi Haras Du Grand Lys Et Al,
2025-06-03,FR,Saint-Cloud (FR),12:55,Prix du Chateau de Saint-Cloud (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m4f,12f,2400.0,Good,15,13,3,14,.75,0.2,Olympic Flambee (FR),4,G,127,tp,2:38.01,158.01,6.80,Mickael Barzalona,M Delzangles,6132.23,–,–,Olympic Glory (IRE),Asteria (FR),Orpen,Mme Lucy Goelet,
2025-06-03,FR,Saint-Cloud (FR),12:55,Prix du Chateau de Saint-Cloud (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m4f,12f,2400.0,Good,15,1,4,8,1.5,.75,Lorenzo De Medici (FR),6,G,132,,2:38.16,158.16,8.80,Fabien Lefebvre,Adrien Fouassier,3504.13,–,–,Territories (IRE),Bianca De Medici GB,Medicean,Dirk Huyck Lionel Ovadia Et Al,
2025-06-03,FR,Saint-Cloud (FR),12:55,Prix du Chateau de Saint-Cloud (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m4f,12f,2400.0,Good,15,8,5,11,2,.5,Zelzari (FR),4,G,131,t,2:38.26,158.26,9.60,Theo Bachelot,Daniela Mele,1752.07,–,–,Zelzal (FR),Thank You Bye Bye (FR),Zanzibari,Ikarusracing,
2025-06-03,FR,Saint-Cloud (FR),12:55,Prix du Chateau de Saint-Cloud (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m4f,12f,2400.0,Good,15,10,6,15,2,0.2,Beautiful Memory (FR),5,M,128,t,2:38.30,158.30,36.00,Giovanni Sias,C & G Hue & Taupin,1314.05,–,–,Nathaniel (IRE),Ambree (FR),Invincible Spirit,Karl Lamonarca C G Hue Taupin Mme S Claude,
2025-06-03,FR,Saint-Cloud (FR),12:55,Prix du Chateau de Saint-Cloud (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m4f,12f,2400.0,Good,15,9,7,9,3.25,1.25,Miss White Socks (FR),5,M,130,tp,2:38.51,158.51,15.00,Mme Marie Velon,D Artu,876.03,–,–,Zarak (FR),Miss Lonely Heart (IRE),Oratorio,Mme Veronika Jud Frei,
2025-06-03,FR,Saint-Cloud (FR),12:55,Prix du Chateau de Saint-Cloud (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m4f,12f,2400.0,Good,15,12,8,12,3.75,.5,Athineos (FR),6,G,127,tp,2:38.61,158.61,14.00,Mme Frida Valle Skar,S Jesus,,–,–,Rajsaman (FR),Allegria (FR),Verglas,Athanase Poulopoulos,
2025-06-03,FR,Saint-Cloud (FR),12:55,Prix du Chateau de Saint-Cloud (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m4f,12f,2400.0,Good,15,15,9,7,4.25,0.3,Firstman (FR),8,G,127,,2:38.71,158.71,36.00,Anthony Crastus,Francois Monfort,,–,–,Zoffany (IRE),Tortsanlottie (IRE),Teofilo,Ecurie Michel Doineau Gerard L Ferron,
2025-06-03,FR,Saint-Cloud (FR),12:55,Prix du Chateau de Saint-Cloud (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m4f,12f,2400.0,Good,15,7,10,6,5,.75,Treatwood (FR),5,G,131,,2:38.86,158.86,18.00,Ludovic Boisseau,N Bellanger,,–,–,Birchwood (IRE),Singapore Treat (FR),Sagacity,Haras De La Huderie,
