date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-11,GB,Newcastle (AW),6:45,Border Minstrel Family Fun Day Handicap,Flat,Class 2,,0-105,4yo+,,6f,6f,1207,Standard,13,4,1,2,0,0,Ferrous (IRE),5,G,135,,1:10.71,70.71,2.62,Callum Rodriguez,Jack Channon,38655,102,113,Dark Angel (IRE),Grizzel (IRE),Kodiac,Recycled Products Limited,In touch with leaders - headway from over 1f out - led final 110yds - kept on well(op 2/1)
2025-05-11,GB,Newcastle (AW),6:45,Border Minstrel Family Fun Day Handicap,Flat,Class 2,,0-105,4yo+,,6f,6f,1207,Standard,13,8,2,7,.75,.75,Germanic (IRE),4,G,127,,1:10.86,70.86,4.50,Joe Fanning,Julie Camacho,18127.50,94,103,Saxon Warrior (JPN),Alice Liddel (IRE),Dark Angel,N Okeeffe,Took keen hold - prominent - led over 1f out - headed and no extra final 110yds(op 9/2 tchd 10/3 and tchd 5/1)
2025-05-11,GB,Newcastle (AW),6:45,Border Minstrel Family Fun Day Handicap,Flat,Class 2,,0-105,4yo+,,6f,6f,1207,Standard,13,2,3,12,2,1.25,Willem Twee (GB),6,G,136,p,1:11.11,71.11,12.00,Daniel Muscutt,James Fanshawe,9067.50,103,108,Ribchester (IRE),Paulinie GB,Royal Applause,Chris Van Hoorn Racing,Midfield - waiting for room then switched right and headway over 1f out - ran on inside final furlong - no impression inside final 110yds(op 10/1 tchd 9/1)
2025-05-11,GB,Newcastle (AW),6:45,Border Minstrel Family Fun Day Handicap,Flat,Class 2,,0-105,4yo+,,6f,6f,1207,Standard,13,9,4,6,2.25,0.3,Sergeant Wilko (IRE),4,G,127,,1:11.16,71.16,15.00,Tom Eaves,Kevin Ryan,4530,94,98,Bungle Inthejungle (GB),Lady Spangles (IRE),Starspangledbanner,King Power Racing Co Ltd,Led - headed over 1f out - weakened inside final furlong(op 12/1)
2025-05-11,GB,Newcastle (AW),6:45,Border Minstrel Family Fun Day Handicap,Flat,Class 2,,0-105,4yo+,,6f,6f,1207,Standard,13,6,5,9,2.5,0.2,Strike Red (IRE),7,G,131,,1:11.25,71.25,12.00,Billy Garritty,Richard Fahey,2265,98,101,Dark Angel (IRE),Capulet Monteque (IRE),Camacho,Peter Timmins,In touch with leaders - no impression from over 1f out(op 9/1)
2025-05-11,GB,Newcastle (AW),6:45,Border Minstrel Family Fun Day Handicap,Flat,Class 2,,0-105,4yo+,,6f,6f,1207,Standard,13,1,6,4,3,.5,City House (IRE),4,G,138,t,1:11.31,71.31,17.00,Callum Shepherd,George Scott,1132.50,105,107,Night Of Thunder (IRE),Impala GB,Oasis Dream,Fox And Badger Racing,In rear - switched left 1f out - ran on well inside final furlong - eyecatcher(op 12/1)
2025-05-11,GB,Newcastle (AW),6:45,Border Minstrel Family Fun Day Handicap,Flat,Class 2,,0-105,4yo+,,6f,6f,1207,Standard,13,5,7,14,3.25,0.2,Telemark (IRE),4,G,131,t,1:11.40,71.40,13.00,Jack Mitchell,Simon & Ed Crisford,,98,99,Night Of Thunder (IRE),Terzetto (IRE),Iffraaj,Rabbah Racing,Midfield - not clear run from over 1f out - some headway inside final furlong (jockey said gelding was denied a clear run inside final furlong)(op 9/1)
2025-05-11,GB,Newcastle (AW),6:45,Border Minstrel Family Fun Day Handicap,Flat,Class 2,,0-105,4yo+,,6f,6f,1207,Standard,13,7,8,10,4,.75,Fivethousandtoone (IRE),7,G,131,,1:11.51,71.51,12.00,David Allan,Tim Easterby,,98,97,Frankel (GB),Promised Money (IRE),Dark Angel,King Power Racing Co Ltd,Towards rear - some headway inside final furlong(op 12/1 tchd 10/1)
2025-05-11,GB,Newcastle (AW),6:45,Border Minstrel Family Fun Day Handicap,Flat,Class 2,,0-105,4yo+,,6f,6f,1207,Standard,13,11,9,8,4.75,.75,Aleezdancer (IRE),6,G,124,b,1:11.66,71.66,34.00,Kevin Stott,Kevin Ryan,,91,87,Fast Company (IRE),Clifton Dancer GB,Fraam,Jack Berry And John Matthews,Midfield - in touch with leaders 2f out - weakened from 1f out(op 25/1)
2025-05-11,GB,Newcastle (AW),6:45,Border Minstrel Family Fun Day Handicap,Flat,Class 2,,0-105,4yo+,,6f,6f,1207,Standard,13,14,10,5,5.5,.75,Badri (GB),8,G,122,,1:11.81,71.81,17.00,Jason Hart,Michael Herrington,,89,83,Dark Angel (IRE),Penny Drops GB,Invincible Spirit,Rjh Ltd And D Padgett,In touch with leaders - weakened from over 1f out - bit short of room inside final 110yds(op 12/1)
