date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2025-05-12,GB,Catterick,2:47,Hillcrest Who Cares Wins Handicap,Flat,Class 5,,0-70,4yo+,,2m,16f,3190,Good To Firm,9,7,1,5,0,0,Zephlyn (IRE),6,G,131,t,3:24.97,204.97,5.50,Jason Hart,Ewan Whillans,4710.60,60,–,Iffraaj (GB),Taqdees (IRE),Sea The Stars,The Farming Boys,Prominent - lost ground after 3f - headway on outer from over 4f out - led over 3f out - ridden over 1f out - kept on(tchd 5/1)
2025-05-12,GB,Catterick,2:47,Hillcrest Who Cares Wins Handicap,Flat,Class 5,,0-70,4yo+,,2m,16f,3190,Good To Firm,9,1,2,6,1.25,1.25,Marbuzet (GB),6,G,138,b,3:25.22,205.22,2.62,David Allan,Tim Easterby,2210.40,67,–,Farhh (GB),Estournel GB,Danehill Dancer,Patrick Milmo Partner,Soon towards rear - headway from 5f out - prominent and short of room from 2f out - soon not clear run - in the clear and went second inside final 110yds - kept on(op 6/4 tchd 7/4)
2025-05-12,GB,Catterick,2:47,Hillcrest Who Cares Wins Handicap,Flat,Class 5,,0-70,4yo+,,2m,16f,3190,Good To Firm,9,8,3,2,1.75,.5,Myboymax (FR),7,G,127,t,3:25.32,205.32,12.00,Aiden Brookes,Micky Hammond,1104.30,59,–,Myboycharlie (IRE),Plebeya (IRE),Dubawi,Anthony Bithell,Led early - soon prominent - lost ground after 3f - headway 3f out - not clear run when against far rail home straight - briefly went second inside final furlong - no extra inside final 110yds(op 16/1 and tchd 18/1)
2025-05-12,GB,Catterick,2:47,Hillcrest Who Cares Wins Handicap,Flat,Class 5,,0-70,4yo+,,2m,16f,3190,Good To Firm,9,2,4,1,3.25,1.5,Gastronomy (GB),6,G,137,,3:25.62,205.62,9.50,Cam Hardie,Philip Kirby,552.60,66,–,Ulysses (IRE),Cantal GB,Pivotal,John Cornforth Well Oiled Partnership,Midfield - headway on outer from over 3f out - went second over 2f out - no extra and lost position inside final furlong(op 9/1 tchd 8/1)
2025-05-12,GB,Catterick,2:47,Hillcrest Who Cares Wins Handicap,Flat,Class 5,,0-70,4yo+,,2m,16f,3190,Good To Firm,9,3,5,7,4.75,1.5,Cascade Hall (IRE),6,G,136,,3:25.92,205.92,3.75,Paul Mulrennan,Jim Goldie,275.40,65,–,Court Cave (IRE),Bacchonthebottle (IRE),Bob Back,Whitestonecliffe Racing Partnership,Took keen hold - towards rear - dropped to last after 3f - steady headway from 4f out - kept on but not pace to challenge(op 3/1)
2025-05-12,GB,Catterick,2:47,Hillcrest Who Cares Wins Handicap,Flat,Class 5,,0-70,4yo+,,2m,16f,3190,Good To Firm,9,5,6,3,15.75,11,Arctic Fox (GB),9,M,133,p,3:28.12,208.12,29.00,David Nolan,Martin Todhunter,,62,–,Mastercraftsman (IRE),Aurora Borealis (IRE),Montjeu,David Tomlinson,In touch with leaders - lost ground after 3f - towards rear with one circuit to go - some headway home straight - weakened inside final furlong(op 22/1)
2025-05-12,GB,Catterick,2:47,Hillcrest Who Cares Wins Handicap,Flat,Class 5,,0-70,4yo+,,2m,16f,3190,Good To Firm,9,4,7,4,39.75,24,Unique Spirit (IRE),4,G,134,v,3:32.92,212.92,126.00,Tom Eaves,R Mike Smith,,64,–,Waldgeist (GB),So Unique (FR),Siyouni,The Covenanters,Towards rear - headway after 4f - went second over 7f out - weakened from over 4f out(op 50/1)
2025-05-12,GB,Catterick,2:47,Hillcrest Who Cares Wins Handicap,Flat,Class 5,,0-70,4yo+,,2m,16f,3190,Good To Firm,9,6,8,8,43.5,3.75,Palazzo Persico (IRE),4,G,132,,3:33.67,213.67,12.00,Callum Rodriguez,Ed Dunlop,,62,–,Profitable (IRE),Little Italy (USA),Proud Citizen,Johnny Hall And Mrs David Nutting,Soon led - headed over 3f out - weakened from over 2f out - eased final furlong(op 10/1 tchd 9/1)
2025-05-12,GB,Catterick,2:47,Hillcrest Who Cares Wins Handicap,Flat,Class 5,,0-70,4yo+,,2m,16f,3190,Good To Firm,9,9,9,9,63.5,20,Red Force One (GB),10,G,127,p,3:37.67,217.67,41.00,Brandon Wilkie,Philip Kirby,,59,–,Lethal Force (IRE),Dusty Red GB,Teofilo,The Yorkshire Puddings,Soon prominent - lost ground over 7f out - weakened from under 4f out - eased home straight(op 28/1)
2025-05-12,GB,Catterick,4:47,Join Racing TV Now Veterans Handicap,Flat,Class 5,,0-70,4yo+,,6f,6f,1200,Good To Firm,10,1,1,4,0,0,Water Of Leith (IRE),7,G,135,,1:10.65,70.65,7.50,Paul Mulrennan,Jim Goldie,4448.90,70,–,Kodiac (GB),Zakhrafa (IRE),Shamardal,Adam Mills And Jonnie Delta Racing,Took keen hold - in touch with leaders - headway from 2f out - led inside final furlong - soon ridden and kept on(op 9/1 and tchd 10/1)
2025-05-12,GB,Catterick,4:47,Join Racing TV Now Veterans Handicap,Flat,Class 5,,0-70,4yo+,,6f,6f,1200,Good To Firm,10,2,2,6,.5,.5,One More Dream (GB),6,G,130,,1:10.75,70.75,6.00,Brandon Wilkie,John & Sean Quinn,2087.60,68,–,Bated Breath (GB),Gracefilly GB,Invincible Spirit,Ryedale Racing,Midfield - headway over 2f out - against far rail when bit short of room under 2f out - went second inside final furlong - kept on(op 6/1)
2025-05-12,GB,Catterick,4:47,Join Racing TV Now Veterans Handicap,Flat,Class 5,,0-70,4yo+,,6f,6f,1200,Good To Firm,10,6,3,3,2.5,2,One Of Our Own (GB),5,M,125,tp,1:11.15,71.15,6.00,Kaiya Fraser,Rebecca Menzies,1042.95,63,–,Poets Word (IRE),Fangfoss Girls GB,Monsieur Bond,Rebecca Menzies Racing Club,In touch with leaders - up the centre when headway from under 2f out - kept on and went third inside final 110yds(op 9/2 tchd 11/2)
2025-05-12,GB,Catterick,4:47,Join Racing TV Now Veterans Handicap,Flat,Class 5,,0-70,4yo+,,6f,6f,1200,Good To Firm,10,5,4,8,4.25,1.75,Havana Rum (IRE),5,G,130,,1:11.50,71.50,13.00,Oisin Orr,Richard Fahey,521.90,65,–,Havana Grey (GB),Urban Hunt (IRE),Born To Sea,John F Doyle,Towards rear - outpaced over 3f out - headway from under 2f out - kept on well final 110yds(op 13/2)
2025-05-12,GB,Catterick,4:47,Join Racing TV Now Veterans Handicap,Flat,Class 5,,0-70,4yo+,,6f,6f,1200,Good To Firm,10,8,5,2,4.5,0.3,Quercus (IRE),8,G,124,p,1:11.55,71.55,10.00,Joe Fanning,Ann Duffield,260.10,59,–,Nayef (USA),Dufoof (IRE),Shamardal,C A Gledhill,Took keen hold - led - headed then weakened inside final furlong(tchd 17/2)
